RespMat_ 1,RespMat_ 2,RespMat_ 3,RespMat_ 4,RespMat_ 5,RespMat_ 6,RespMat_ 7,RespMat_ 8,RespMat_ 9,RespMat_10,RespMat_11,RespMat_12,RespMat_13
1,Trial number,Block number,Block trial number,Arrow direction,Scrambled?,Correct response,Response,Correct?,RT,T/D same/diff,D emotion,which T
,1,1,1,2,1,a,a,1,0.472860309993848,1,2,4
,2,1,2,1,1,a,a,1,0.357140947366133,1,2,3
,3,1,3,1,1,a,a,1,0.30379568238277,1,2,3
,4,1,4,2,1,a,a,1,0.291877463692799,1,3,4
,5,1,5,1,1,a,a,1,0.286461074021645,1,3,4
,6,1,6,1,1,z,a,0,0.321064299787395,1,1,4
,7,1,7,1,2,a,a,1,0.356257463106886,2,2,3
,8,1,8,2,1,a,a,1,0.29315916984342,1,3,4
,9,1,9,1,1,a,a,1,0.289081944501959,1,3,2
,10,1,10,2,1,z,z,1,0.277589823235758,1,1,1
,11,1,11,1,1,z,z,1,0.534417483606376,2,1,2
,12,1,12,2,1,z,z,1,0.41695220139809,1,2,1
,13,1,13,2,2,a,a,1,0.394668261054903,1,3,2
,14,1,14,1,1,z,z,1,0.582284349948168,1,3,3
,15,1,15,2,1,a,a,1,0.338540561497211,1,2,4
,16,1,16,2,1,a,z,0,0.291265339357778,1,3,3
,17,1,17,2,1,a,a,1,0.411081269732676,2,2,1
,18,1,18,1,1,a,a,1,0.253227163455449,1,3,3
,19,1,19,2,1,z,z,1,0.330391230410896,1,1,1
,20,1,20,1,1,z,z,1,0.425802403362468,1,2,4
,21,1,21,1,1,a,a,1,0.288076149183325,1,1,1
,22,1,22,2,1,z,z,1,0.359755559940822,1,1,1
,23,1,23,1,1,a,a,1,0.245455574593507,1,1,3
,24,1,24,2,1,a,a,1,0.421265515731648,1,1,2
,25,1,25,2,1,a,a,1,0.41327718028333,1,1,4
,26,1,26,2,1,a,a,1,0.373127289465629,1,2,4
,27,1,27,2,2,a,z,0,0.323647054610774,1,3,4
,28,1,28,1,1,z,z,1,0.319771784590557,1,1,4
,29,1,29,1,1,a,a,1,0.323197063640691,1,2,4
,30,1,30,1,1,z,z,1,0.307937761303037,1,2,3
,31,1,31,1,1,a,a,1,0.321358984103426,1,3,2
,32,1,32,1,2,z,z,1,0.282409448525868,1,1,1
,33,1,33,2,1,a,z,0,0.5028145769611,2,2,4
,34,1,34,1,1,a,a,1,0.253323305747472,1,2,1
,35,1,35,2,1,a,a,1,0.360602635191754,1,2,2
,36,1,36,2,1,z,z,1,0.343887546565384,1,3,1
