RespMat_ 1,RespMat_ 2,RespMat_ 3,RespMat_ 4,RespMat_ 5,RespMat_ 6,RespMat_ 7,RespMat_ 8,RespMat_ 9,RespMat_10,RespMat_11,RespMat_12,RespMat_13,RespMat_14,RespMat_15,RespMat_16,RespMat_17,RespMat_18,,,,,,,,,,,,,,,,,,
1,Trial number,Block number,Block trial number,Arrow direction,Scrambled?,Correct response,Response,Correct?,RT,T/D same/diff,D emotion,which T,,RT - ms,RT - Correct Responses,RT  - All Above 200ms,RT - Removed Outliers (3STD),,,Averages,,,,,,,STDEV,Average,,Outliers,Q1`,Q3,IQR,Upper Bound,Lower Bound
,549,12,21,1,1,z,z,1,0.984567187,1,3,3,,984.5671866,984.57,984.5671866,984.5671866,,,,,,,,,,,,,,,,,,
,550,12,22,1,2,z,z,1,0.613333728,1,3,3,,613.3337278,613.33,613.3337278,613.3337278,,,,,,,,,,,,,,,,,,
,551,12,23,2,1,z,z,1,0.735530457,1,3,3,,735.5304575,735.53,735.5304575,735.5304575,,,,,,,,,,,,,,,,,,
,554,12,26,1,1,a,a,1,0.534642763,1,3,4,,534.6427634,534.64,534.6427634,534.6427634,,,,,,,,,,,,,,,,,,
,557,12,29,2,1,a,a,1,0.852471224,1,3,3,,852.4712243,852.47,852.4712243,852.4712243,,,,,,,,,,,,,,,,,,
,560,12,32,2,1,a,z,0,0.959486589,1,3,3,,959.4865893,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,562,12,34,1,1,z,z,1,0.488968394,1,3,3,,488.9683942,488.97,488.9683942,488.9683942,,,,,,,,,,,,,,,,,,
,563,12,35,2,1,a,a,1,0.484647115,1,3,1,,484.6471155,484.65,484.6471155,484.6471155,,,,,,,,,,,,,,,,,,
,567,12,39,2,1,a,p,0,1.500042382,2,3,3,,1500.042382,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,569,12,41,1,2,a,a,1,1.111992004,1,3,3,,1111.992004,1111.99,1111.992004,1111.992004,,,,,,,,,,,,,,,,,,
,570,12,42,1,1,z,p,0,1.500104391,1,3,3,,1500.104391,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,6,1,6,2,1,a,a,1,0.500784213,1,2,4,,500.7842132,500.78,500.7842132,500.7842132,,,,,,,,,,,,,,,,,,
,7,1,7,2,1,a,a,1,0.560124996,1,2,3,,560.1249962,560.12,560.1249962,560.1249962,,,,,,,,,,,,,,,,,,
,9,1,9,1,1,z,z,1,0.489781905,1,2,4,,489.7819051,489.78,489.7819051,489.7819051,,,,,,,,,,,,,,,,,,
,10,1,10,2,1,a,a,1,0.783994088,1,2,4,,783.9940882,783.99,783.9940882,783.9940882,,,,,,,,,,,,,,,,,,
,12,1,12,1,1,a,a,1,0.81497975,1,2,3,,814.9797503,814.98,814.9797503,814.9797503,,,,,,,,,,,,,,,,,,
,16,1,16,1,1,z,z,1,1.07416261,1,2,4,,1074.16261,1074.16,1074.16261,1074.16261,,,,,,,,,,,,,,,,,,
,19,1,19,1,1,z,z,1,0.672146013,1,2,1,,672.1460134,672.15,672.1460134,672.1460134,,,,,,,,,,,,,,,,,,
,23,1,23,2,2,a,a,1,0.5946628,1,2,1,,594.6627997,594.66,594.6627997,594.6627997,,,,,,,,,,,,,,,,,,
,26,1,26,2,1,a,a,1,0.40657112,1,2,1,,406.5711199,406.57,406.5711199,406.5711199,,,,,,,,,,,,,,,,,,
,28,1,28,2,1,z,a,0,0.971251208,1,2,4,,971.2512082,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,29,1,29,2,1,a,a,1,0.655859867,1,2,1,,655.8598668,655.86,655.8598668,655.8598668,,,,,,,,,,,,,,,,,,
,30,1,30,1,2,z,z,1,0.801402083,1,2,1,,801.4020831,801.40,801.4020831,801.4020831,,,,,,,,,,,,,,,,,,
,31,1,31,1,1,z,z,1,1.031641022,1,2,3,,1031.641022,1031.64,1031.641022,1031.641022,,,,,,,,,,,,,,,,,,
,34,1,34,1,1,a,a,1,0.791414104,1,2,3,,791.4141037,791.41,791.4141037,791.4141037,,,,,,,,,,,,,,,,,,
,35,1,35,1,2,z,z,1,0.940706435,1,2,2,,940.7064347,940.71,940.7064347,940.7064347,,,,,,,,,,,,,,,,,,
,38,1,38,2,1,z,a,0,1.108857427,1,2,4,,1108.857427,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,49,2,1,1,2,z,z,1,0.752137457,1,2,4,,752.1374573,752.14,752.1374573,752.1374573,,,,,,,,,,,,,,,,,,
,53,2,5,2,1,a,a,1,0.639002556,1,2,1,,639.002556,639.00,639.002556,639.002556,,,,,,,,,,,,,,,,,,
,56,2,8,2,2,z,p,0,1.500202809,1,2,4,,1500.202809,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,57,2,9,1,1,z,z,1,0.8133368,1,2,3,,813.3367999,813.34,813.3367999,813.3367999,,,,,,,,,,,,,,,,,,
,61,2,13,1,1,a,p,0,1.500210773,2,2,4,,1500.210773,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,64,2,16,2,1,a,p,0,1.500074809,1,2,4,,1500.074809,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,67,2,19,2,1,z,p,0,1.500013369,1,2,2,,1500.013369,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,70,2,22,1,1,a,a,1,0.866763416,1,2,2,,866.7634157,866.76,866.7634157,866.7634157,,,,,,,,,,,,,,,,,,
,73,2,25,2,1,a,a,1,0.762158432,2,2,4,,762.1584322,762.16,762.1584322,762.1584322,,,,,,,,,,,,,,,,,,
,75,2,27,1,1,z,z,1,0.678154047,1,2,2,,678.1540471,678.15,678.1540471,678.1540471,,,,,,,,,,,,,,,,,,
,78,2,30,1,2,z,z,1,0.918989676,1,2,1,,918.9896764,918.99,918.9896764,918.9896764,,,,,,,,,,,,,,,,,,
,81,2,33,1,1,z,z,1,0.94909925,1,2,1,,949.09925,949.10,949.09925,949.09925,,,,,,,,,,,,,,,,,,
,88,2,40,2,1,a,p,0,1.500162987,1,2,4,,1500.162987,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,91,2,43,2,1,a,a,1,0.896008278,1,2,1,,896.0082785,896.01,896.0082785,896.0082785,,,,,,,,,,,,,,,,,,
,94,2,46,1,1,a,z,0,0.975694229,1,2,3,,975.6942291,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,95,2,47,2,1,z,z,1,0.649274411,1,2,2,,649.2744109,649.27,649.2744109,649.2744109,,,,,,,,,,,,,,,,,,
,100,3,4,2,1,z,p,0,1.500122595,1,2,4,,1500.122595,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,101,3,5,2,2,z,a,0,0.665537802,1,2,2,,665.5378018,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,103,3,7,2,1,z,z,1,0.785627368,1,2,1,,785.6273677,785.63,785.6273677,785.6273677,,,,,,,,,,,,,,,,,,
,110,3,14,1,1,a,a,1,1.075534201,1,2,2,,1075.534201,1075.53,1075.534201,1075.534201,,,,,,,,,,,,,,,,,,
,112,3,16,1,1,z,z,1,0.692668105,1,2,1,,692.6681052,692.67,692.6681052,692.6681052,,,,,,,,,,,,,,,,,,
,113,3,17,2,1,z,z,1,1.038886389,1,2,4,,1038.886389,1038.89,1038.886389,1038.886389,,,,,,,,,,,,,,,,,,
,117,3,21,1,2,z,z,1,0.535624097,1,2,1,,535.6240966,535.62,535.6240966,535.6240966,,,,,,,,,,,,,,,,,,
,118,3,22,1,1,z,z,1,0.731381552,1,2,4,,731.3815521,731.38,731.3815521,731.3815521,,,,,,,,,,,,,,,,,,
,121,3,25,1,1,z,z,1,0.600079758,2,2,4,,600.0797582,600.08,600.0797582,600.0797582,,,,,,,,,,,,,,,,,,
,122,3,26,1,1,z,z,1,0.529208169,1,2,2,,529.2081694,529.21,529.2081694,529.2081694,,,,,,,,,,,,,,,,,,
,125,3,29,2,2,a,a,1,0.628528177,1,2,4,,628.5281767,628.53,628.5281767,628.5281767,,,,,,,,,,,,,,,,,,
,130,3,34,2,1,z,p,0,1.500077653,1,2,2,,1500.077653,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,134,3,38,1,1,a,a,1,0.768591995,1,2,2,,768.5919948,768.59,768.5919948,768.5919948,,,,,,,,,,,,,,,,,,
,138,3,42,1,1,a,a,1,0.79289037,1,2,1,,792.89037,792.89,792.89037,792.89037,,,,,,,,,,,,,,,,,,
,141,3,45,2,2,a,a,1,1.491858349,1,2,4,,1491.858349,1491.86,1491.858349,Outlier,,,,,,,,,,,,,,,,,,
,144,3,48,2,1,z,z,1,1.219173484,1,2,3,,1219.173484,1219.17,1219.173484,1219.173484,,,,,,,,,,,,,,,,,,
,145,4,1,2,2,z,z,1,1.249552142,1,2,3,,1249.552142,1249.55,1249.552142,1249.552142,,,,,,,,,,,,,,,,,,
,146,4,2,1,1,a,a,1,0.428170687,1,2,4,,428.1706871,428.17,428.1706871,428.1706871,,,,,,,,,,,,,,,,,,
,149,4,5,2,1,a,a,1,0.57753356,1,2,4,,577.5335601,577.53,577.5335601,577.5335601,,,,,,,,,,,,,,,,,,
,152,4,8,1,1,a,p,0,1.500288142,1,2,4,,1500.288142,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,155,4,11,2,1,z,z,1,1.326405596,1,2,1,,1326.405596,1326.41,1326.405596,1326.405596,,,,,,,,,,,,,,,,,,
,156,4,12,1,2,a,p,0,1.500085049,1,2,1,,1500.085049,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,159,4,15,1,2,a,p,0,1.500163555,1,2,1,,1500.163555,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,165,4,21,2,1,a,a,1,0.533458337,1,2,2,,533.4583372,533.46,533.4583372,533.4583372,,,,,,,,,,,,,,,,,,
,169,4,25,1,1,z,z,1,1.168067366,1,2,3,,1168.067366,1168.07,1168.067366,1168.067366,,,,,,,,,,,,,,,,,,
,170,4,26,2,2,z,z,1,0.550077284,1,2,3,,550.0772835,550.08,550.0772835,550.0772835,,,,,,,,,,,,,,,,,,
,172,4,28,1,1,z,z,1,0.757979375,1,2,2,,757.9793754,757.98,757.9793754,757.9793754,,,,,,,,,,,,,,,,,,
,174,4,30,2,1,a,a,1,1.176851576,1,2,1,,1176.851576,1176.85,1176.851576,1176.851576,,,,,,,,,,,,,,,,,,
,175,4,31,1,1,a,a,1,1.050954225,1,2,2,,1050.954225,1050.95,1050.954225,1050.954225,,,,,,,,,,,,,,,,,,
,180,4,36,2,1,a,a,1,0.51017941,1,2,4,,510.1794105,510.18,510.1794105,510.1794105,,,,,,,,,,,,,,,,,,
,185,4,41,1,1,a,a,1,0.589423903,1,2,4,,589.4239035,589.42,589.4239035,589.4239035,,,,,,,,,,,,,,,,,,
,186,4,42,2,1,z,z,1,0.553226652,1,2,3,,553.2266515,553.23,553.2266515,553.2266515,,,,,,,,,,,,,,,,,,
,193,5,1,1,2,a,a,1,0.951186503,1,2,1,,951.1865028,951.19,951.1865028,951.1865028,,,,,,,,,,,,,,,,,,
,195,5,3,2,1,z,z,1,0.532471315,1,2,4,,532.4713152,532.47,532.4713152,532.4713152,,,,,,,,,,,,,,,,,,
,197,5,5,2,1,z,z,1,0.52238378,1,2,3,,522.3837803,522.38,522.3837803,522.3837803,,,,,,,,,,,,,,,,,,
,198,5,6,1,1,z,z,1,0.532941786,2,2,1,,532.9417861,532.94,532.9417861,532.9417861,,,,,,,,,,,,,,,,,,
,203,5,11,2,2,z,a,0,0.732344681,1,2,3,,732.3446806,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,204,5,12,1,1,z,z,1,0.532516826,1,2,1,,532.5168263,532.52,532.5168263,532.5168263,,,,,,,,,,,,,,,,,,
,207,5,15,2,1,z,p,0,1.500073102,1,2,1,,1500.073102,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,214,5,22,1,1,z,z,1,0.60254646,1,2,1,,602.5464598,602.55,602.5464598,602.5464598,,,,,,,,,,,,,,,,,,
,218,5,26,2,1,z,a,0,1.123953458,1,2,3,,1123.953458,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,219,5,27,2,2,z,z,1,0.493228802,1,2,1,,493.228802,493.23,493.228802,493.228802,,,,,,,,,,,,,,,,,,
,220,5,28,2,1,z,z,1,0.406723013,1,2,1,,406.7230133,406.72,406.7230133,406.7230133,,,,,,,,,,,,,,,,,,
,224,5,32,2,1,a,a,1,0.63971196,1,2,1,,639.7119603,639.71,639.7119603,639.7119603,,,,,,,,,,,,,,,,,,
,226,5,34,1,1,a,a,1,0.638987765,1,2,3,,638.9877649,638.99,638.9877649,638.9877649,,,,,,,,,,,,,,,,,,
,227,5,35,1,1,a,a,1,0.714984472,2,2,2,,714.9844723,714.98,714.9844723,714.9844723,,,,,,,,,,,,,,,,,,
,235,5,43,1,1,z,z,1,1.142350182,1,2,4,,1142.350182,1142.35,1142.350182,1142.350182,,,,,,,,,,,,,,,,,,
,238,5,46,1,1,a,a,1,0.586406518,1,2,4,,586.4065177,586.41,586.4065177,586.4065177,,,,,,,,,,,,,,,,,,
,247,6,7,2,1,z,z,1,0.734269231,1,2,2,,734.2692312,734.27,734.2692312,734.2692312,,,,,,,,,,,,,,,,,,
,248,6,8,2,2,z,z,1,0.775732686,1,2,1,,775.7326859,775.73,775.7326859,775.7326859,,,,,,,,,,,,,,,,,,
,251,6,11,1,1,z,z,1,0.90391185,2,2,3,,903.9118496,903.91,903.9118496,903.9118496,,,,,,,,,,,,,,,,,,
,252,6,12,1,1,z,z,1,0.535670177,1,2,1,,535.6701766,535.67,535.6701766,535.6701766,,,,,,,,,,,,,,,,,,
,255,6,15,2,2,z,z,1,0.537815456,1,2,1,,537.8154559,537.82,537.8154559,537.8154559,,,,,,,,,,,,,,,,,,
,261,6,21,1,1,a,a,1,0.518224066,1,2,4,,518.224066,518.22,518.224066,518.224066,,,,,,,,,,,,,,,,,,
,263,6,23,1,2,z,z,1,0.961378713,1,2,2,,961.3787131,961.38,961.3787131,961.3787131,,,,,,,,,,,,,,,,,,
,264,6,24,2,1,a,a,1,0.579997417,1,2,3,,579.9974173,580.00,579.9974173,579.9974173,,,,,,,,,,,,,,,,,,
,268,6,28,2,1,z,z,1,0.97542742,1,2,4,,975.4274203,975.43,975.4274203,975.4274203,,,,,,,,,,,,,,,,,,
,269,6,29,1,1,a,a,1,0.652206463,1,2,2,,652.2064634,652.21,652.2064634,652.2064634,,,,,,,,,,,,,,,,,,
,271,6,31,2,1,z,z,1,0.64379715,1,2,2,,643.7971501,643.80,643.7971501,643.7971501,,,,,,,,,,,,,,,,,,
,275,6,35,2,1,a,a,1,0.72984157,2,2,2,,729.8415701,729.84,729.8415701,729.8415701,,,,,,,,,,,,,,,,,,
,284,6,44,1,1,z,z,1,0.589546783,1,2,1,,589.5467835,589.55,589.5467835,589.5467835,,,,,,,,,,,,,,,,,,
,286,6,46,1,2,z,a,0,0.714713681,1,2,1,,714.7136811,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,287,6,47,2,1,z,z,1,1.083776261,1,2,3,,1083.776261,1083.78,1083.776261,1083.776261,,,,,,,,,,,,,,,,,,
,288,6,48,1,1,a,a,1,0.594921644,1,2,4,,594.9216441,594.92,594.9216441,594.9216441,,,,,,,,,,,,,,,,,,
,290,7,2,1,1,z,z,1,1.273252047,1,2,1,,1273.252047,1273.25,1273.252047,1273.252047,,,,,,,,,,,,,,,,,,
,293,7,5,2,2,a,p,0,1.500021333,2,2,4,,1500.021333,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,296,7,8,2,1,a,p,0,1.500077653,1,2,4,,1500.077653,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,297,7,9,1,1,a,p,0,1.500040676,1,2,1,,1500.040676,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,299,7,11,2,2,z,z,1,1.470891955,2,2,3,,1470.891955,1470.89,1470.891955,Outlier,,,,,,,,,,,,,,,,,,
,300,7,12,1,2,z,z,1,0.616405727,1,2,2,,616.4057269,616.41,616.4057269,616.4057269,,,,,,,,,,,,,,,,,,
,303,7,15,1,1,z,z,1,1.201954929,1,2,2,,1201.954929,1201.95,1201.954929,1201.954929,,,,,,,,,,,,,,,,,,
,306,7,18,2,1,z,z,1,0.525430748,1,2,4,,525.4307482,525.43,525.4307482,525.4307482,,,,,,,,,,,,,,,,,,
,313,7,25,1,1,z,z,1,0.755641243,1,2,1,,755.6412428,755.64,755.6412428,755.6412428,,,,,,,,,,,,,,,,,,
,314,7,26,1,1,a,p,0,1.50015104,1,2,1,,1500.15104,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,318,7,30,2,1,a,a,1,0.684132499,1,2,1,,684.1324988,684.13,684.1324988,684.1324988,,,,,,,,,,,,,,,,,,
,320,7,32,2,1,a,a,1,1.358730991,1,2,4,,1358.730991,1358.73,1358.730991,1358.730991,,,,,,,,,,,,,,,,,,
,327,7,39,1,1,z,z,1,1.452145365,1,2,3,,1452.145365,1452.15,1452.145365,Outlier,,,,,,,,,,,,,,,,,,
,330,7,42,2,1,z,z,1,0.526564544,2,2,2,,526.5645436,526.56,526.5645436,526.5645436,,,,,,,,,,,,,,,,,,
,331,7,43,2,1,z,z,1,0.774943637,2,2,2,,774.9436373,774.94,774.9436373,774.9436373,,,,,,,,,,,,,,,,,,
,336,7,48,1,1,a,z,0,0.845803848,1,2,3,,845.8038484,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,339,8,3,2,1,a,p,0,1.500174933,1,2,1,,1500.174933,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,340,8,4,1,1,z,z,1,1.228143722,1,2,4,,1228.143722,1228.14,1228.143722,1228.143722,,,,,,,,,,,,,,,,,,
,341,8,5,2,1,z,p,0,1.500031573,1,2,1,,1500.031573,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,342,8,6,2,2,a,a,1,1.479057784,1,2,2,,1479.057784,1479.06,1479.057784,Outlier,,,,,,,,,,,,,,,,,,
,348,8,12,1,1,z,p,0,1.500127716,1,2,3,,1500.127716,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,354,8,18,1,1,z,z,1,0.432669459,1,2,2,,432.6694591,432.67,432.6694591,432.6694591,,,,,,,,,,,,,,,,,,
,355,8,19,1,2,a,a,1,0.395563123,1,2,2,,395.563123,395.56,395.563123,395.563123,,,,,,,,,,,,,,,,,,
,359,8,23,2,1,z,z,1,0.688568693,1,2,3,,688.568693,688.57,688.568693,688.568693,,,,,,,,,,,,,,,,,,
,362,8,26,1,2,z,z,1,0.56050217,1,2,2,,560.5021695,560.50,560.5021695,560.5021695,,,,,,,,,,,,,,,,,,
,363,8,27,2,1,a,a,1,0.667210335,1,2,4,,667.2103347,667.21,667.2103347,667.2103347,,,,,,,,,,,,,,,,,,
,366,8,30,2,1,z,z,1,0.485898102,1,2,3,,485.8981017,485.90,485.8981017,485.8981017,,,,,,,,,,,,,,,,,,
,368,8,32,1,2,z,z,1,0.725523705,1,2,3,,725.5237048,725.52,725.5237048,725.5237048,,,,,,,,,,,,,,,,,,
,370,8,34,1,2,a,a,1,0.522738198,1,2,1,,522.7381979,522.74,522.7381979,522.7381979,,,,,,,,,,,,,,,,,,
,375,8,39,1,1,a,a,1,0.664968344,1,2,4,,664.9683443,664.97,664.9683443,664.9683443,,,,,,,,,,,,,,,,,,
,380,8,44,2,1,z,z,1,1.436576018,1,2,4,,1436.576018,1436.58,1436.576018,Outlier,,,,,,,,,,,,,,,,,,
,384,8,48,2,1,z,p,0,1.500149333,1,2,4,,1500.149333,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,389,9,5,1,1,a,a,1,0.542569659,1,2,2,,542.5696591,542.57,542.5696591,542.5696591,,,,,,,,,,,,,,,,,,
,390,9,6,2,2,a,a,1,0.577628565,1,2,4,,577.6285646,577.63,577.6285646,577.6285646,,,,,,,,,,,,,,,,,,
,392,9,8,1,1,z,z,1,1.248941156,2,2,2,,1248.941156,1248.94,1248.941156,1248.941156,,,,,,,,,,,,,,,,,,
,398,9,14,2,1,a,a,1,0.641630253,1,2,3,,641.6302531,641.63,641.6302531,641.6302531,,,,,,,,,,,,,,,,,,
,400,9,16,1,2,z,p,0,1.500172089,1,2,4,,1500.172089,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,404,9,20,1,2,z,z,1,0.498672498,1,2,3,,498.6724982,498.67,498.6724982,498.6724982,,,,,,,,,,,,,,,,,,
,406,9,22,2,1,a,a,1,0.896011692,1,2,1,,896.0116918,896.01,896.0116918,896.0116918,,,,,,,,,,,,,,,,,,
,407,9,23,2,2,a,a,1,0.509722024,1,2,2,,509.7220239,509.72,509.7220239,509.7220239,,,,,,,,,,,,,,,,,,
,409,9,25,1,1,z,z,1,0.990500127,1,2,2,,990.5001271,990.50,990.5001271,990.5001271,,,,,,,,,,,,,,,,,,
,410,9,26,1,1,z,z,1,0.555821922,1,2,2,,555.8219219,555.82,555.8219219,555.8219219,,,,,,,,,,,,,,,,,,
,414,9,30,1,1,a,a,1,0.698602184,1,2,2,,698.6021836,698.60,698.6021836,698.6021836,,,,,,,,,,,,,,,,,,
,416,9,32,1,1,z,z,1,0.64924426,1,2,1,,649.2442597,649.24,649.2442597,649.2442597,,,,,,,,,,,,,,,,,,
,422,9,38,2,1,a,a,1,0.630856638,1,2,3,,630.8566383,630.86,630.8566383,630.8566383,,,,,,,,,,,,,,,,,,
,423,9,39,2,2,z,z,1,0.763894681,1,2,3,,763.8946805,763.89,763.8946805,763.8946805,,,,,,,,,,,,,,,,,,
,424,9,40,2,1,a,a,1,0.857076378,1,2,1,,857.0763784,857.08,857.0763784,857.0763784,,,,,,,,,,,,,,,,,,
,425,9,41,2,1,z,z,1,0.62748711,1,2,2,,627.4871104,627.49,627.4871104,627.4871104,,,,,,,,,,,,,,,,,,
,436,10,4,1,1,z,z,1,0.716074463,1,2,1,,716.074463,716.07,716.074463,716.074463,,,,,,,,,,,,,,,,,,
,439,10,7,2,1,z,z,1,0.67238836,1,2,2,,672.3883598,672.39,672.3883598,672.3883598,,,,,,,,,,,,,,,,,,
,442,10,10,1,1,a,z,0,1.247508125,1,2,3,,1247.508125,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,443,10,11,2,1,z,z,1,1.492760606,1,2,4,,1492.760606,1492.76,1492.760606,Outlier,,,,,,,,,,,,,,,,,,
,444,10,12,2,2,z,z,1,1.240770776,1,2,4,,1240.770776,1240.77,1240.770776,1240.770776,,,,,,,,,,,,,,,,,,
,446,10,14,1,2,z,z,1,0.690155893,1,2,4,,690.1558926,690.16,690.1558926,690.1558926,,,,,,,,,,,,,,,,,,
,448,10,16,2,1,a,a,1,0.799644217,1,2,1,,799.6442169,799.64,799.6442169,799.6442169,,,,,,,,,,,,,,,,,,
,453,10,21,1,2,a,a,1,0.492422687,1,2,1,,492.4226867,492.42,492.4226867,492.4226867,,,,,,,,,,,,,,,,,,
,458,10,26,2,1,a,a,1,0.674715684,1,2,2,,674.7156836,674.72,674.7156836,674.7156836,,,,,,,,,,,,,,,,,,
,462,10,30,2,2,z,z,1,0.872031894,1,2,3,,872.0318942,872.03,872.0318942,872.0318942,,,,,,,,,,,,,,,,,,
,465,10,33,1,1,z,z,1,0.003422435,1,2,3,,3.422434558,3.42,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,470,10,38,1,1,z,z,1,0.990091096,2,2,1,,990.0910961,990.09,990.0910961,990.0910961,,,,,,,,,,,,,,,,,,
,471,10,39,2,1,z,z,1,0.538892362,1,2,3,,538.8923623,538.89,538.8923623,538.8923623,,,,,,,,,,,,,,,,,,
,472,10,40,1,2,z,z,1,0.48929323,1,2,4,,489.2932296,489.29,489.2932296,489.2932296,,,,,,,,,,,,,,,,,,
,474,10,42,1,2,a,z,0,0.269494537,1,2,4,,269.4945367,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,475,10,43,2,2,z,z,1,0.668700823,2,2,4,,668.7008231,668.70,668.7008231,668.7008231,,,,,,,,,,,,,,,,,,
,487,11,7,2,1,z,z,1,0.513182005,2,2,1,,513.1820051,513.18,513.1820051,513.1820051,,,,,,,,,,,,,,,,,,
,488,11,8,1,1,z,z,1,0.822742237,1,2,4,,822.7422371,822.74,822.7422371,822.7422371,,,,,,,,,,,,,,,,,,
,489,11,9,2,1,a,a,1,0.672177302,1,2,4,,672.1773022,672.18,672.1773022,672.1773022,,,,,,,,,,,,,,,,,,
,490,11,10,2,1,z,z,1,0.471860772,1,2,1,,471.8607725,471.86,471.8607725,471.8607725,,,,,,,,,,,,,,,,,,
,495,11,15,1,2,z,z,1,0.927377941,1,2,4,,927.3779406,927.38,927.3779406,927.3779406,,,,,,,,,,,,,,,,,,
,498,11,18,1,1,z,a,0,0.567315181,1,2,4,,567.3151808,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,500,11,20,2,1,z,z,1,0.645866767,1,2,1,,645.8667674,645.87,645.8667674,645.8667674,,,,,,,,,,,,,,,,,,
,501,11,21,1,1,a,a,1,0.499694222,1,2,2,,499.6942224,499.69,499.6942224,499.6942224,,,,,,,,,,,,,,,,,,
,507,11,27,1,1,a,a,1,0.36051332,1,2,2,,360.5133197,360.51,360.5133197,360.5133197,,,,,,,,,,,,,,,,,,
,508,11,28,2,1,a,a,1,0.348110977,2,2,1,,348.1109765,348.11,348.1109765,348.1109765,,,,,,,,,,,,,,,,,,
,509,11,29,1,1,z,z,1,0.633715873,1,2,4,,633.7158731,633.72,633.7158731,633.7158731,,,,,,,,,,,,,,,,,,
,510,11,30,1,2,z,z,1,0.655035547,1,2,4,,655.035547,655.04,655.035547,655.035547,,,,,,,,,,,,,,,,,,
,513,11,33,2,1,a,a,1,0.520590074,1,2,3,,520.5900742,520.59,520.5900742,520.5900742,,,,,,,,,,,,,,,,,,
,514,11,34,2,2,a,a,1,0.345067422,1,2,3,,345.0674219,345.07,345.0674219,345.0674219,,,,,,,,,,,,,,,,,,
,517,11,37,2,2,z,z,1,0.683344019,1,2,2,,683.344019,683.34,683.344019,683.344019,,,,,,,,,,,,,,,,,,
,525,11,45,1,2,a,a,1,0.75737294,1,2,4,,757.3729402,757.37,757.3729402,757.3729402,,,,,,,,,,,,,,,,,,
,529,12,1,2,1,z,z,1,0.548479275,1,2,4,,548.4792751,548.48,548.4792751,548.4792751,,,,,,,,,,,,,,,,,,
,531,12,3,2,1,a,p,0,1.50001792,1,2,3,,1500.01792,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,541,12,13,1,1,z,z,1,1.027327708,1,2,1,,1027.327708,1027.33,1027.327708,1027.327708,,,,,,,,,,,,,,,,,,
,542,12,14,1,2,z,z,1,0.423103595,1,2,2,,423.1035953,423.10,423.1035953,423.1035953,,,,,,,,,,,,,,,,,,
,543,12,15,1,1,a,z,0,0.410212008,1,2,2,,410.2120077,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,546,12,18,2,1,z,z,1,0.533449804,1,2,3,,533.4498038,533.45,533.4498038,533.4498038,,,,,,,,,,,,,,,,,,
,547,12,19,2,2,z,z,1,0.894525754,1,2,2,,894.5257545,894.53,894.5257545,894.5257545,,,,,,,,,,,,,,,,,,
,552,12,24,1,1,a,a,1,0.537264772,2,2,2,,537.2647716,537.26,537.2647716,537.2647716,,,,,,,,,,,,,,,,,,
,553,12,25,2,1,a,a,1,0.763891836,1,2,2,,763.891836,763.89,763.891836,763.891836,,,,,,,,,,,,,,,,,,
