RespMat_ 1,RespMat_ 2,RespMat_ 3,RespMat_ 4,RespMat_ 5,RespMat_ 6,RespMat_ 7,RespMat_ 8,RespMat_ 9,RespMat_10,RespMat_11,RespMat_12,RespMat_13,RespMat_14,RespMat_15,RespMat_16,RespMat_17,RespMat_18,,,,,,,,,,,,,,,,,,
1,Trial number,Block number,Block trial number,Arrow direction,Scrambled?,Correct response,Response,Correct?,RT,T/D same/diff,D emotion,which T,,RT - ms,RT - Correct Responses,RT  - All Above 200ms,RT - Removed Outliers (3STD),,,Averages,,,,,,,STDEV,Average,,Outliers,Q1`,Q3,IQR,Upper Bound,Lower Bound
,556,12,28,1,1,a,a,1,1.124288534,1,2,1,,1124.288534,1124.29,1124.288534,1124.288534,,,,,,,,,,,,,,,,,,
,564,12,36,1,2,z,z,1,0.544331507,1,2,1,,544.3315074,544.33,544.3315074,544.3315074,,,,,,,,,,,,,,,,,,
,565,12,37,2,1,z,a,0,1.264391605,1,2,1,,1264.391605,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,566,12,38,2,1,a,z,0,0.939412213,1,2,1,,939.4122127,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,571,12,43,1,2,a,a,1,0.77365738,1,2,3,,773.6573799,773.66,773.6573799,773.6573799,,,,,,,,,,,,,,,,,,
,574,12,46,2,2,z,p,0,1.500182898,1,2,1,,1500.182898,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,576,12,48,1,1,z,z,1,0.877981332,1,2,3,,877.9813325,877.98,877.9813325,877.9813325,,,,,,,,,,,,,,,,,,
,1,1,1,1,2,z,z,1,0.937553653,1,1,3,,937.5536533,937.55,937.5536533,937.5536533,,,,,,,,,,,,,,,,,,
,3,1,3,2,1,a,a,1,0.767693151,1,1,1,,767.6931506,767.69,767.6931506,767.6931506,,,,,,,,,,,,,,,,,,
,5,1,5,2,2,a,a,1,0.632510398,1,1,2,,632.5103978,632.51,632.5103978,632.5103978,,,,,,,,,,,,,,,,,,
,11,1,11,2,1,a,a,1,1.266867977,1,1,2,,1266.867977,1266.87,1266.867977,1266.867977,,,,,,,,,,,,,,,,,,
,14,1,14,1,2,a,a,1,0.824621276,2,1,1,,824.6212765,824.62,824.6212765,824.6212765,,,,,,,,,,,,,,,,,,
,17,1,17,2,1,a,a,1,0.92991234,1,1,3,,929.9123399,929.91,929.9123399,929.9123399,,,,,,,,,,,,,,,,,,
,21,1,21,1,2,z,z,1,0.916277784,1,1,4,,916.2777838,916.28,916.2777838,916.2777838,,,,,,,,,,,,,,,,,,
,24,1,24,1,1,a,a,1,0.898245149,1,1,4,,898.2451489,898.25,898.2451489,898.2451489,,,,,,,,,,,,,,,,,,
,25,1,25,2,1,a,a,1,0.76109461,1,1,1,,761.0946102,761.09,761.0946102,761.0946102,,,,,,,,,,,,,,,,,,
,32,1,32,1,2,a,a,1,0.622621405,1,1,4,,622.6214051,622.62,622.6214051,622.6214051,,,,,,,,,,,,,,,,,,
,33,1,33,1,1,z,a,0,0.770429505,1,1,3,,770.4295053,,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,39,1,39,2,1,z,z,1,1.499170845,1,1,4,,1499.170845,1499.17,1499.170845,Outlier,,,,,,,,,,,,,,,,,,
,41,1,41,2,1,a,a,1,0.646623958,1,1,1,,646.6239583,646.62,646.6239583,646.6239583,,,,,,,,,,,,,,,,,,
,44,1,44,1,1,z,a,0,0.829968831,1,1,2,,829.9688306,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,46,1,46,2,1,a,a,1,0.587328117,1,1,2,,587.3281173,587.33,587.3281173,587.3281173,,,,,,,,,,,,,,,,,,
,47,1,47,1,1,z,z,1,0.664455775,1,1,1,,664.4557754,664.46,664.4557754,664.4557754,,,,,,,,,,,,,,,,,,
,51,2,3,2,1,z,z,1,1.440790346,1,1,4,,1440.790346,1440.79,1440.790346,Outlier,,,,,,,,,,,,,,,,,,
,55,2,7,2,1,a,a,1,1.119642988,1,1,2,,1119.642988,1119.64,1119.642988,1119.642988,,,,,,,,,,,,,,,,,,
,60,2,12,1,1,a,a,1,1.021658732,2,1,4,,1021.658732,1021.66,1021.658732,1021.658732,,,,,,,,,,,,,,,,,,
,63,2,15,2,1,z,z,1,0.848249501,1,1,4,,848.2495009,848.25,848.2495009,848.2495009,,,,,,,,,,,,,,,,,,
,66,2,18,1,1,a,p,0,1.50014592,1,1,4,,1500.14592,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,68,2,20,1,1,z,p,0,1.50009984,1,1,1,,1500.09984,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,69,2,21,1,2,a,\,0,1.027245219,1,1,1,,1027.245219,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,71,2,23,2,1,z,z,1,0.874908196,1,1,4,,874.9081956,874.91,874.9081956,874.9081956,,,,,,,,,,,,,,,,,,
,74,2,26,2,1,a,p,0,1.500006542,1,1,3,,1500.006542,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,76,2,28,1,1,a,a,1,0.748812303,1,1,2,,748.8123026,748.81,748.8123026,748.8123026,,,,,,,,,,,,,,,,,,
,83,2,35,2,1,z,z,1,0.551205959,1,1,2,,551.2059588,551.21,551.2059588,551.2059588,,,,,,,,,,,,,,,,,,
,84,2,36,1,1,a,a,1,0.478425748,1,1,2,,478.4257483,478.43,478.4257483,478.4257483,,,,,,,,,,,,,,,,,,
,85,2,37,1,2,z,z,1,0.812456729,1,1,4,,812.4567289,812.46,812.4567289,812.4567289,,,,,,,,,,,,,,,,,,
,87,2,39,1,1,z,p,0,1.500072533,1,1,1,,1500.072533,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,90,2,42,2,1,z,z,1,1.268840884,1,1,4,,1268.840884,1268.84,1268.840884,1268.840884,,,,,,,,,,,,,,,,,,
,92,2,44,2,1,z,z,1,1.358302618,2,1,4,,1358.302618,1358.30,1358.302618,1358.302618,,,,,,,,,,,,,,,,,,
,99,3,3,2,1,z,z,1,1.302547541,1,1,4,,1302.547541,1302.55,1302.547541,1302.547541,,,,,,,,,,,,,,,,,,
,102,3,6,1,1,a,a,1,0.969900097,2,1,4,,969.9000975,969.90,969.9000975,969.9000975,,,,,,,,,,,,,,,,,,
,104,3,8,1,1,a,a,1,1.42896258,1,1,2,,1428.96258,1428.96,1428.96258,Outlier,,,,,,,,,,,,,,,,,,
,105,3,9,2,2,a,a,1,1.315441404,1,1,2,,1315.441404,1315.44,1315.441404,1315.441404,,,,,,,,,,,,,,,,,,
,106,3,10,1,2,a,a,1,1.268598537,1,1,2,,1268.598537,1268.60,1268.598537,1268.598537,,,,,,,,,,,,,,,,,,
,115,3,19,2,2,a,a,1,0.47144207,1,1,2,,471.4420703,471.44,471.4420703,471.4420703,,,,,,,,,,,,,,,,,,
,119,3,23,1,2,z,z,1,0.577209294,1,1,3,,577.2092936,577.21,577.2092936,577.2092936,,,,,,,,,,,,,,,,,,
,120,3,24,2,1,a,a,1,0.474973163,1,1,3,,474.9731626,474.97,474.9731626,474.9731626,,,,,,,,,,,,,,,,,,
,124,3,28,2,1,a,a,1,0.599333376,1,1,4,,599.3333762,599.33,599.3333762,599.3333762,,,,,,,,,,,,,,,,,,
,126,3,30,2,1,z,z,1,0.655382,1,1,2,,655.3820003,655.38,655.3820003,655.3820003,,,,,,,,,,,,,,,,,,
,127,3,31,2,1,z,p,0,1.500060587,1,1,3,,1500.060587,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,129,3,33,1,1,a,p,0,1.500156729,1,1,3,,1500.156729,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,132,3,36,1,2,z,z,1,1.190104977,1,1,4,,1190.104977,1190.10,1190.104977,1190.104977,,,,,,,,,,,,,,,,,,
,133,3,37,2,1,a,a,1,1.155134249,1,1,4,,1155.134249,1155.13,1155.134249,1155.134249,,,,,,,,,,,,,,,,,,
,135,3,39,1,1,z,z,1,0.774298517,1,1,2,,774.2985175,774.30,774.2985175,774.2985175,,,,,,,,,,,,,,,,,,
,142,3,46,1,1,z,z,1,0.571105686,2,1,2,,571.1056864,571.11,571.1056864,571.1056864,,,,,,,,,,,,,,,,,,
,150,4,6,2,1,a,p,0,1.500040676,2,1,1,,1500.040676,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,153,4,9,1,1,a,p,0,1.500184036,1,1,2,,1500.184036,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,154,4,10,1,1,z,a,0,0.788916113,1,1,4,,788.9161133,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,157,4,13,1,1,z,z,1,0.882131945,1,1,2,,882.1319446,882.13,882.1319446,882.1319446,,,,,,,,,,,,,,,,,,
,161,4,17,2,1,z,a,0,1.116187558,1,1,3,,1116.187558,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,163,4,19,2,1,a,a,1,0.789925322,1,1,3,,789.9253219,789.93,789.9253219,789.9253219,,,,,,,,,,,,,,,,,,
,167,4,23,1,1,z,z,1,1.240295754,1,1,1,,1240.295754,1240.30,1240.295754,1240.295754,,,,,,,,,,,,,,,,,,
,168,4,24,2,2,z,z,1,0.646664918,1,1,4,,646.6649183,646.66,646.6649183,646.6649183,,,,,,,,,,,,,,,,,,
,171,4,27,1,2,z,z,1,0.416383313,1,1,4,,416.3833127,416.38,416.3833127,416.3833127,,,,,,,,,,,,,,,,,,
,173,4,29,1,1,a,a,1,0.425248875,1,1,4,,425.2488746,425.25,425.2488746,425.2488746,,,,,,,,,,,,,,,,,,
,179,4,35,1,1,a,a,1,0.65223889,1,1,3,,652.2388899,652.24,652.2388899,652.2388899,,,,,,,,,,,,,,,,,,
,182,4,38,2,1,a,a,1,0.930370864,1,1,3,,930.3708642,930.37,930.3708642,930.3708642,,,,,,,,,,,,,,,,,,
,187,4,43,2,1,z,z,1,0.466439832,1,1,2,,466.4398318,466.44,466.4398318,466.4398318,,,,,,,,,,,,,,,,,,
,190,4,46,1,2,a,a,1,0.549727986,1,1,3,,549.7279859,549.73,549.7279859,549.7279859,,,,,,,,,,,,,,,,,,
,191,4,47,2,1,a,a,1,0.460383442,1,1,4,,460.3834423,460.38,460.3834423,460.3834423,,,,,,,,,,,,,,,,,,
,192,4,48,2,1,a,z,0,0.46373761,1,1,3,,463.7376103,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,194,5,2,2,1,z,z,1,0.760140015,2,1,1,,760.1400148,760.14,760.1400148,760.1400148,,,,,,,,,,,,,,,,,,
,196,5,4,1,1,z,z,1,0.54236941,1,1,1,,542.3694102,542.37,542.3694102,542.3694102,,,,,,,,,,,,,,,,,,
,200,5,8,1,1,z,z,1,0.492691771,1,1,2,,492.6917709,492.69,492.6917709,492.6917709,,,,,,,,,,,,,,,,,,
,205,5,13,2,2,a,a,1,0.585480936,1,1,4,,585.4809356,585.48,585.4809356,585.4809356,,,,,,,,,,,,,,,,,,
,206,5,14,1,1,a,a,1,0.473329074,1,1,4,,473.3290742,473.33,473.3290742,473.3290742,,,,,,,,,,,,,,,,,,
,211,5,19,1,2,z,z,1,1.070482469,2,1,3,,1070.482469,1070.48,1070.482469,1070.482469,,,,,,,,,,,,,,,,,,
,213,5,21,2,1,a,a,1,1.067838843,1,1,2,,1067.838843,1067.84,1067.838843,1067.838843,,,,,,,,,,,,,,,,,,
,215,5,23,2,1,z,p,0,1.500036124,1,1,4,,1500.036124,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,217,5,25,2,2,z,z,1,0.739694723,1,1,1,,739.6947229,739.69,739.6947229,739.6947229,,,,,,,,,,,,,,,,,,
,221,5,29,2,2,z,p,0,1.500207929,1,1,1,,1500.207929,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,225,5,33,1,1,a,a,1,0.742481709,1,1,1,,742.4817088,742.48,742.4817088,742.4817088,,,,,,,,,,,,,,,,,,
,229,5,37,1,2,z,z,1,0.723495616,1,1,4,,723.4956165,723.50,723.4956165,723.4956165,,,,,,,,,,,,,,,,,,
,233,5,41,1,1,a,a,1,0.527356437,1,1,3,,527.3564366,527.36,527.3564366,527.3564366,,,,,,,,,,,,,,,,,,
,234,5,42,1,1,z,a,0,0.591044667,1,1,2,,591.0446674,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,236,5,44,2,1,a,a,1,0.390463036,1,1,2,,390.4630357,390.46,390.4630357,390.4630357,,,,,,,,,,,,,,,,,,
,237,5,45,2,1,z,z,1,0.50398535,1,1,1,,503.98535,503.99,503.98535,503.98535,,,,,,,,,,,,,,,,,,
,246,6,6,2,1,a,a,1,0.532040666,1,1,2,,532.0406664,532.04,532.0406664,532.0406664,,,,,,,,,,,,,,,,,,
,249,6,9,1,1,a,a,1,0.71131002,2,1,2,,711.3100198,711.31,711.3100198,711.3100198,,,,,,,,,,,,,,,,,,
,250,6,10,2,2,a,a,1,0.667458939,1,1,1,,667.4589391,667.46,667.4589391,667.4589391,,,,,,,,,,,,,,,,,,
,254,6,14,2,2,a,a,1,0.944556105,1,1,4,,944.5561047,944.56,944.5561047,944.5561047,,,,,,,,,,,,,,,,,,
,256,6,16,1,1,z,z,1,0.709488438,2,1,2,,709.4884382,709.49,709.4884382,709.4884382,,,,,,,,,,,,,,,,,,
,258,6,18,1,2,z,a,0,1.009821295,1,1,3,,1009.821295,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,260,6,20,1,1,a,a,1,0.59823599,1,1,2,,598.2359899,598.24,598.2359899,598.2359899,,,,,,,,,,,,,,,,,,
,262,6,22,2,1,a,a,1,0.494004197,1,1,2,,494.0041973,494.00,494.0041973,494.0041973,,,,,,,,,,,,,,,,,,
,267,6,27,2,2,a,a,1,0.730346174,1,1,3,,730.3461744,730.35,730.3461744,730.3461744,,,,,,,,,,,,,,,,,,
,274,6,34,1,1,z,z,1,1.015950502,1,1,2,,1015.950502,1015.95,1015.950502,1015.950502,,,,,,,,,,,,,,,,,,
,277,6,37,1,1,z,z,1,0.813596782,1,1,3,,813.5967819,813.60,813.5967819,813.5967819,,,,,,,,,,,,,,,,,,
,278,6,38,1,2,z,z,1,0.775096668,1,1,4,,775.0966684,775.10,775.0966684,775.0966684,,,,,,,,,,,,,,,,,,
,279,6,39,2,2,a,a,1,0.609151827,1,1,1,,609.1518267,609.15,609.1518267,609.1518267,,,,,,,,,,,,,,,,,,
,281,6,41,2,2,a,a,1,0.312994613,1,1,1,,312.9946132,312.99,312.9946132,312.9946132,,,,,,,,,,,,,,,,,,
,282,6,42,1,1,z,z,1,0.803710065,1,1,4,,803.7100647,803.71,803.7100647,803.7100647,,,,,,,,,,,,,,,,,,
,285,6,45,2,1,a,a,1,0.562699218,1,1,2,,562.6992177,562.70,562.6992177,562.6992177,,,,,,,,,,,,,,,,,,
,291,7,3,1,1,a,a,1,0.860366831,1,1,2,,860.3668308,860.37,860.3668308,860.3668308,,,,,,,,,,,,,,,,,,
,292,7,4,2,1,a,p,0,1.500061156,1,1,1,,1500.061156,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,305,7,17,2,1,z,z,1,0.698638023,1,1,2,,698.6380235,698.64,698.6380235,698.6380235,,,,,,,,,,,,,,,,,,
,307,7,19,2,1,a,a,1,1.028493361,1,1,4,,1028.493361,1028.49,1028.493361,1028.493361,,,,,,,,,,,,,,,,,,
,308,7,20,1,1,z,z,1,1.317734594,1,1,1,,1317.734594,1317.73,1317.734594,1317.734594,,,,,,,,,,,,,,,,,,
,310,7,22,2,1,z,z,1,1.310749778,1,1,3,,1310.749778,1310.75,1310.749778,1310.749778,,,,,,,,,,,,,,,,,,
,311,7,23,1,1,z,z,1,0.521750607,1,1,3,,521.7506072,521.75,521.7506072,521.7506072,,,,,,,,,,,,,,,,,,
,312,7,24,1,1,a,a,1,0.589980277,2,1,4,,589.9802765,589.98,589.9802765,589.9802765,,,,,,,,,,,,,,,,,,
,315,7,27,1,1,a,a,1,1.220349377,1,1,2,,1220.349377,1220.35,1220.349377,1220.349377,,,,,,,,,,,,,,,,,,
,316,7,28,1,1,a,a,1,0.768347941,1,1,4,,768.3479415,768.35,768.3479415,768.3479415,,,,,,,,,,,,,,,,,,
,317,7,29,2,1,z,z,1,0.518102324,1,1,3,,518.1023238,518.10,518.1023238,518.1023238,,,,,,,,,,,,,,,,,,
,322,7,34,2,2,a,a,1,0.624508978,1,1,3,,624.5089779,624.51,624.5089779,624.5089779,,,,,,,,,,,,,,,,,,
,323,7,35,2,2,a,a,1,0.542256201,1,1,1,,542.2562013,542.26,542.2562013,542.2562013,,,,,,,,,,,,,,,,,,
,328,7,40,1,1,a,p,0,1.500123165,1,1,3,,1500.123165,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,329,7,41,2,1,a,a,1,0.690323715,1,1,3,,690.3237147,690.32,690.3237147,690.3237147,,,,,,,,,,,,,,,,,,
,335,7,47,1,2,z,z,1,0.764513631,1,1,2,,764.5136314,764.51,764.5136314,764.5136314,,,,,,,,,,,,,,,,,,
,338,8,2,2,1,z,z,1,0.922392769,1,1,4,,922.3927688,922.39,922.3927688,922.3927688,,,,,,,,,,,,,,,,,,
,344,8,8,1,1,z,p,0,1.500093582,1,1,1,,1500.093582,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,346,8,10,1,2,z,z,1,0.61032772,2,1,3,,610.3277197,610.33,610.3277197,610.3277197,,,,,,,,,,,,,,,,,,
,347,8,11,2,2,a,a,1,0.871805476,1,1,4,,871.8054765,871.81,871.8054765,871.8054765,,,,,,,,,,,,,,,,,,
,350,8,14,1,1,z,a,0,0.664760131,1,1,3,,664.7601309,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,351,8,15,1,1,z,z,1,1.291435437,1,1,4,,1291.435437,1291.44,1291.435437,1291.435437,,,,,,,,,,,,,,,,,,
,358,8,22,2,1,z,a,0,1.031938551,1,1,4,,1031.938551,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,360,8,24,2,1,a,a,1,0.660193092,1,1,1,,660.1930922,660.19,660.1930922,660.1930922,,,,,,,,,,,,,,,,,,
,364,8,28,2,2,z,z,1,0.759596157,1,1,1,,759.5961574,759.60,759.5961574,759.5961574,,,,,,,,,,,,,,,,,,
,367,8,31,1,1,z,z,1,0.532502604,1,1,3,,532.5026041,532.50,532.5026041,532.5026041,,,,,,,,,,,,,,,,,,
,369,8,33,1,1,z,z,1,0.640251836,1,1,4,,640.2518357,640.25,640.2518357,640.2518357,,,,,,,,,,,,,,,,,,
,371,8,35,2,1,z,z,1,0.647704847,1,1,3,,647.7048469,647.70,647.7048469,647.7048469,,,,,,,,,,,,,,,,,,
,372,8,36,2,1,z,z,1,0.599289572,1,1,2,,599.2895717,599.29,599.2895717,599.2895717,,,,,,,,,,,,,,,,,,
,378,8,42,1,1,z,z,1,0.588006233,1,1,3,,588.0062327,588.01,588.0062327,588.0062327,,,,,,,,,,,,,,,,,,
,382,8,46,2,1,z,z,1,0.740102047,1,1,1,,740.1020472,740.10,740.1020472,740.1020472,,,,,,,,,,,,,,,,,,
,383,8,47,1,1,a,a,1,0.598234283,1,1,4,,598.2342832,598.23,598.2342832,598.2342832,,,,,,,,,,,,,,,,,,
,385,9,1,2,1,a,a,1,0.496566472,1,1,2,,496.5664721,496.57,496.5664721,496.5664721,,,,,,,,,,,,,,,,,,
,387,9,3,2,2,z,a,0,0.65600664,1,1,4,,656.0066401,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,391,9,7,1,1,a,a,1,0.876365689,1,1,4,,876.3656885,876.37,876.3656885,876.3656885,,,,,,,,,,,,,,,,,,
,393,9,9,1,1,z,p,0,1.50018176,1,1,3,,1500.18176,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,395,9,11,2,2,a,a,1,0.536529767,1,1,4,,536.5297674,536.53,536.5297674,536.5297674,,,,,,,,,,,,,,,,,,
,399,9,15,2,1,a,a,1,0.772611194,1,1,3,,772.6111936,772.61,772.6111936,772.6111936,,,,,,,,,,,,,,,,,,
,402,9,18,1,1,z,z,1,0.809214063,1,1,3,,809.2140632,809.21,809.2140632,809.2140632,,,,,,,,,,,,,,,,,,
,408,9,24,1,2,a,a,1,0.342978462,2,1,2,,342.9784625,342.98,342.9784625,342.9784625,,,,,,,,,,,,,,,,,,
,411,9,27,1,2,z,z,1,0.65498776,1,1,1,,654.9877604,654.99,654.9877604,654.9877604,,,,,,,,,,,,,,,,,,
,412,9,28,1,2,z,z,1,0.766800564,1,1,4,,766.8005641,766.80,766.8005641,766.8005641,,,,,,,,,,,,,,,,,,
,417,9,33,1,2,z,z,1,0.770159852,1,1,4,,770.1598521,770.16,770.1598521,770.1598521,,,,,,,,,,,,,,,,,,
,418,9,34,2,1,z,z,1,1.067366096,1,1,4,,1067.366096,1067.37,1067.366096,1067.366096,,,,,,,,,,,,,,,,,,
,419,9,35,2,1,z,z,1,0.429773816,1,1,2,,429.7738156,429.77,429.7738156,429.7738156,,,,,,,,,,,,,,,,,,
,421,9,37,2,1,a,a,1,0.655463351,2,1,3,,655.4633514,655.46,655.4633514,655.4633514,,,,,,,,,,,,,,,,,,
,427,9,43,2,1,a,a,1,0.463854801,2,1,1,,463.8548014,463.85,463.8548014,463.8548014,,,,,,,,,,,,,,,,,,
,428,9,44,1,1,z,z,1,0.855421481,1,1,3,,855.4214811,855.42,855.4214811,855.4214811,,,,,,,,,,,,,,,,,,
,433,10,1,1,1,z,z,1,0.482619027,1,1,2,,482.6190271,482.62,482.6190271,482.6190271,,,,,,,,,,,,,,,,,,
,434,10,2,1,1,z,z,1,0.894423923,1,1,4,,894.4239233,894.42,894.4239233,894.4239233,,,,,,,,,,,,,,,,,,
,435,10,3,2,1,a,a,1,0.510111144,1,1,4,,510.1111438,510.11,510.1111438,510.1111438,,,,,,,,,,,,,,,,,,
,438,10,6,1,1,a,a,1,0.424527524,2,1,2,,424.5275237,424.53,424.5275237,424.5275237,,,,,,,,,,,,,,,,,,
,440,10,8,2,1,z,z,1,0.759034095,1,1,1,,759.0340951,759.03,759.0340951,759.0340951,,,,,,,,,,,,,,,,,,
,449,10,17,1,2,a,p,0,1.500190293,1,1,2,,1500.190293,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,455,10,23,2,1,a,a,1,0.513873205,1,1,2,,513.8732049,513.87,513.8732049,513.8732049,,,,,,,,,,,,,,,,,,
,456,10,24,2,1,z,z,1,1.480765019,1,1,1,,1480.765019,1480.77,1480.765019,Outlier,,,,,,,,,,,,,,,,,,
,460,10,28,1,1,z,z,1,0.521345558,1,1,2,,521.3455583,521.35,521.3455583,521.3455583,,,,,,,,,,,,,,,,,,
,463,10,31,1,2,a,a,1,0.510509935,1,1,1,,510.5099347,510.51,510.5099347,510.5099347,,,,,,,,,,,,,,,,,,
,466,10,34,1,1,z,z,1,0.713594677,1,1,4,,713.594677,713.59,713.594677,713.594677,,,,,,,,,,,,,,,,,,
,467,10,35,2,1,z,z,1,0.605538246,1,1,3,,605.5382455,605.54,605.5382455,605.5382455,,,,,,,,,,,,,,,,,,
,468,10,36,2,1,z,z,1,0.856328859,2,1,4,,856.3288586,856.33,856.3288586,856.3288586,,,,,,,,,,,,,,,,,,
,473,10,41,2,1,z,z,1,0.485098244,1,1,4,,485.0982443,485.10,485.0982443,485.0982443,,,,,,,,,,,,,,,,,,
,478,10,46,2,1,a,a,1,0.415508362,1,1,4,,415.5083619,415.51,415.5083619,415.5083619,,,,,,,,,,,,,,,,,,
,480,10,48,1,1,z,z,1,0.600587207,1,1,4,,600.587207,600.59,600.587207,600.587207,,,,,,,,,,,,,,,,,,
,483,11,3,2,1,z,z,1,0.437215449,1,1,4,,437.2154489,437.22,437.2154489,437.2154489,,,,,,,,,,,,,,,,,,
,484,11,4,1,1,a,a,1,0.53252536,1,1,3,,532.5253597,532.53,532.5253597,532.5253597,,,,,,,,,,,,,,,,,,
,485,11,5,2,1,z,z,1,0.608625605,1,1,4,,608.6256047,608.63,608.6256047,608.6256047,,,,,,,,,,,,,,,,,,
,492,11,12,2,1,a,a,1,0.605692983,2,1,4,,605.6929833,605.69,605.6929833,605.6929833,,,,,,,,,,,,,,,,,,
,494,11,14,1,1,a,p,0,1.500118613,1,1,1,,1500.118613,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,497,11,17,1,1,a,a,1,0.57404229,1,1,1,,574.04229,574.04,574.04229,574.04229,,,,,,,,,,,,,,,,,,
,499,11,19,2,1,z,a,0,0.452140814,1,1,2,,452.1408136,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,504,11,24,1,1,z,z,1,0.977753606,1,1,2,,977.7536063,977.75,977.7536063,977.7536063,,,,,,,,,,,,,,,,,,
,511,11,31,2,2,a,a,1,0.59708911,1,1,3,,597.0891102,597.09,597.0891102,597.0891102,,,,,,,,,,,,,,,,,,
,515,11,35,1,1,z,z,1,0.27879985,1,1,2,,278.7998496,278.80,278.7998496,278.7998496,,,,,,,,,,,,,,,,,,
,516,11,36,1,1,a,a,1,1.151014926,1,1,1,,1151.014926,1151.01,1151.014926,1151.014926,,,,,,,,,,,,,,,,,,
,519,11,39,1,2,a,a,1,0.432502775,1,1,2,,432.5027748,432.50,432.5027748,432.5027748,,,,,,,,,,,,,,,,,,
,521,11,41,2,1,z,z,1,0.547264129,1,1,1,,547.2641287,547.26,547.2641287,547.2641287,,,,,,,,,,,,,,,,,,
,522,11,42,1,1,a,a,1,0.563703306,2,1,1,,563.7033064,563.70,563.7033064,563.7033064,,,,,,,,,,,,,,,,,,
,524,11,44,2,2,z,z,1,0.631819198,1,1,4,,631.819198,631.82,631.819198,631.819198,,,,,,,,,,,,,,,,,,
,526,11,46,2,1,a,z,0,0.610960893,1,1,3,,610.9608929,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,532,12,4,1,2,a,a,1,0.573300459,2,1,3,,573.3004591,573.30,573.3004591,573.3004591,,,,,,,,,,,,,,,,,,
,533,12,5,2,1,a,z,0,0.297549853,1,1,4,,297.5498531,FALSE,FALSE,Outlier,,,,,,,,,,,,,,,,,,
,536,12,8,1,2,a,a,1,0.592972631,1,1,3,,592.9726313,592.97,592.9726313,592.9726313,,,,,,,,,,,,,,,,,,
,538,12,10,2,1,z,z,1,1.443349776,1,1,3,,1443.349776,1443.35,1443.349776,Outlier,,,,,,,,,,,,,,,,,,
,539,12,11,2,1,z,z,1,0.986304573,1,1,3,,986.3045728,986.30,986.3045728,986.3045728,,,,,,,,,,,,,,,,,,
,540,12,12,1,1,a,a,1,0.534543208,1,1,2,,534.543208,534.54,534.543208,534.543208,,,,,,,,,,,,,,,,,,
,544,12,16,2,2,z,z,1,0.455046697,1,1,2,,455.0466972,455.05,455.0466972,455.0466972,,,,,,,,,,,,,,,,,,
,548,12,20,1,1,z,z,1,0.520302217,1,1,3,,520.3022165,520.30,520.3022165,520.3022165,,,,,,,,,,,,,,,,,,
,555,12,27,2,1,z,z,1,0.587358837,1,1,1,,587.3588374,587.36,587.3588374,587.3588374,,,,,,,,,,,,,,,,,,
,558,12,30,2,1,z,z,1,0.904444898,1,1,1,,904.4448982,904.44,904.4448982,904.4448982,,,,,,,,,,,,,,,,,,
,559,12,31,2,2,a,a,1,0.694291145,1,1,1,,694.2911447,694.29,694.2911447,694.2911447,,,,,,,,,,,,,,,,,,
,561,12,33,2,1,a,a,1,0.666597073,1,1,1,,666.5970726,666.60,666.5970726,666.5970726,,,,,,,,,,,,,,,,,,
