RespMat_ 1,RespMat_ 2,RespMat_ 3,RespMat_ 4,RespMat_ 5,RespMat_ 6,RespMat_ 7,RespMat_ 8,RespMat_ 9,RespMat_10,RespMat_11,RespMat_12,RespMat_13
1,Trial number,Block number,Block trial number,Arrow direction,Scrambled?,Correct response,Response,Correct?,RT,T/D same/diff,D emotion,which T
,1,1,1,2,1,z,z,1,1.46950500435196,1,2,2
,2,1,2,1,1,z,z,1,1.2588381129317,1,1,2
,3,1,3,2,1,a,p,0,1.50041500432417,1,1,4
,4,1,4,2,1,a,p,0,1.50023295986466,1,1,2
,5,1,5,1,1,z,p,0,1.50058680865914,1,2,4
,6,1,6,2,1,z,p,0,1.50031487992965,1,3,3
,7,1,7,1,1,z,z,1,1.45266020903364,1,3,4
,8,1,8,1,2,a,z,0,1.32211446831934,1,3,2
,9,1,9,1,1,a,p,0,1.50007310207002,1,3,4
,10,1,10,1,1,a,p,0,1.5008103819564,1,2,2
,11,1,11,1,1,a,a,1,1.34660057700239,1,1,1
,12,1,12,2,1,a,p,0,1.50017493334599,2,1,2
,13,1,13,1,2,z,z,1,1.25652330485173,1,3,3
,14,1,14,1,1,z,p,0,1.50003214227036,1,2,3
,15,1,15,1,2,z,z,1,0.674566065892577,1,1,2
,16,1,16,1,2,z,z,1,0.65632578660734,1,2,1
,17,1,17,2,2,z,z,1,0.61726417997852,1,3,1
,18,1,18,2,1,z,z,1,0.839349236804992,1,3,4
,19,1,19,2,1,a,p,0,1.50032056868076,2,2,3
,20,1,20,1,1,a,a,1,0.658122906228527,1,1,1
,21,1,21,2,1,z,z,1,0.3680118417833,1,2,4
,22,1,22,2,1,a,a,1,0.857075809501112,2,1,4
,23,1,23,2,1,a,z,0,1.00156046194024,1,3,2
,24,1,24,2,1,z,z,1,0.953092280076817,1,2,4
,25,1,25,1,1,z,z,1,0.849361678352579,1,2,4
,26,1,26,2,1,a,p,0,1.50109198177233,1,2,3
,27,1,27,2,1,a,p,0,1.50031658634543,1,2,2
,28,1,28,1,2,z,z,1,1.03532628342509,1,3,3
,29,1,29,2,1,z,z,1,1.43444837420247,1,3,1
,30,1,30,1,1,z,p,0,1.50019313790835,1,1,3
,31,1,31,2,1,a,a,1,1.26905023446307,1,1,2
,32,1,32,1,1,a,p,0,1.50042638229206,1,1,1
,33,1,33,2,2,z,z,1,0.779664844973013,1,2,4
,34,1,34,1,2,a,a,1,1.39093066216446,1,3,4
,35,1,35,1,1,z,z,1,0.95680769206956,1,2,3
,36,1,36,2,2,z,z,1,0.964798872126266,1,1,3
,37,1,37,1,1,z,z,1,0.500607857480645,1,1,3
,38,1,38,1,1,a,a,1,0.466771493898705,1,3,2
,39,1,39,2,1,a,a,1,1.21058098901995,1,1,4
,40,1,40,2,1,a,a,1,0.968653662130237,1,1,1
,41,1,41,2,1,z,z,1,0.938900781795382,1,3,3
,42,1,42,1,1,z,z,1,0.747920854017138,1,2,3
,43,1,43,2,1,z,p,0,1.50006684428081,1,3,3
,44,1,44,2,1,z,z,1,0.813718524063006,1,2,3
,45,1,45,2,1,z,z,1,0.601801784476265,1,3,1
,46,1,46,1,1,z,z,1,0.698745543602854,1,2,4
,47,1,47,1,1,a,a,1,0.657680879579857,1,1,4
,48,1,48,1,1,z,z,1,0.593654159922153,2,3,1
,49,2,1,1,2,z,z,1,0.403873449657112,1,3,4
,50,2,2,2,1,z,z,1,0.594451742013916,1,1,4
,51,2,3,1,1,a,p,0,1.5001339733135,2,1,4
,52,2,4,1,1,a,p,0,1.50031203543767,1,1,4
,53,2,5,2,1,a,z,0,0.627969528082758,1,2,1
,54,2,6,1,1,z,a,0,1.3315881723538,1,2,3
,55,2,7,1,1,z,p,0,1.50026823114604,1,1,3
,56,2,8,2,1,z,p,0,1.50013795564882,1,1,2
,57,2,9,2,1,z,p,0,1.50011121784337,1,1,4
,58,2,10,1,2,z,p,0,1.50039452430792,1,2,2
,59,2,11,1,1,z,z,1,0.603920326102525,1,3,2
,60,2,12,2,2,a,a,1,0.7723034247756,1,2,1
,61,2,13,2,2,z,z,1,0.753017527982593,1,3,1
,62,2,14,2,1,z,z,1,0.693456016248092,1,2,4
,63,2,15,2,1,z,z,1,0.646107976092026,1,3,4
,64,2,16,1,1,a,a,1,0.58126262575388,1,3,2
,65,2,17,1,1,z,z,1,0.694762184750289,1,2,1
,66,2,18,2,1,a,a,1,1.0180866792798,1,1,4
,67,2,19,2,1,a,a,1,1.10302062844858,1,2,4
,68,2,20,2,1,a,a,1,0.749378346838057,1,3,4
,69,2,21,1,2,z,z,1,0.561179715907201,1,2,2
,70,2,22,1,1,z,z,1,1.28439657692797,1,3,1
