RespMat_ 1,RespMat_ 2,RespMat_ 3,RespMat_ 4,RespMat_ 5,RespMat_ 6,RespMat_ 7,RespMat_ 8,RespMat_ 9,RespMat_10,RespMat_11,RespMat_12,RespMat_13
1,Trial number,Block number,Block trial number,Arrow direction,Scrambled?,Correct response,Response,Correct?,RT,T/D same/diff,D emotion,which T
,1,1,1,1,1,z,a,0,1.50217742158566,1,2,3
,2,1,2,2,1,a,z,0,1.17257865314605,2,2,3
,3,1,3,1,1,a,a,1,0.796932324417867,1,1,4
,4,1,4,1,1,a,a,1,0.652048881223891,1,3,1
,5,1,5,2,1,z,z,1,0.603759330522735,1,3,1
,6,1,6,2,2,z,z,1,0.59510653297184,1,1,4
,7,1,7,1,1,z,a,0,0.962340704048984,1,2,2
,8,1,8,2,1,z,z,1,0.823163783643395,1,3,1
,9,1,9,2,1,z,a,0,1.41091572312871,2,2,4
,10,1,10,1,2,z,z,1,0.45704122108873,1,3,1
,11,1,11,1,2,a,a,1,0.685814133787062,1,3,3
,12,1,12,1,1,z,z,1,0.65317812532885,1,2,1
,13,1,13,1,1,z,z,1,0.695136513386387,1,1,1
,14,1,14,2,1,z,z,1,0.493253833032213,1,1,4
,15,1,15,2,2,z,z,1,0.613679043191951,1,3,4
,16,1,16,1,2,z,z,1,0.698075961438008,1,3,4
,17,1,17,2,2,a,a,1,0.625448213249911,1,2,1
,18,1,18,2,1,a,a,1,0.572503446019255,1,1,3
,19,1,19,1,1,z,z,1,1.02458452637075,1,1,2
,20,1,20,2,1,z,z,1,0.636524476751219,1,3,4
,21,1,21,1,1,a,a,1,0.488621372147463,1,1,4
,22,1,22,2,1,a,a,1,0.571746255154721,1,2,1
,23,1,23,2,1,a,a,1,0.645416776416823,2,1,3
,24,1,24,1,2,a,a,1,0.751821723941248,1,2,3
,25,1,25,2,2,a,a,1,0.609798653167672,2,1,2
,26,1,26,2,1,a,a,1,0.799498012580443,2,3,4
,27,1,27,1,1,a,a,1,0.693416762747802,1,3,2
,28,1,28,1,1,z,z,1,0.836851815285627,1,1,2
,29,1,29,1,1,z,a,0,1.2895905309706,1,2,1
,30,1,30,2,1,a,a,1,1.09516313736094,2,2,2
,31,1,31,2,1,z,z,1,0.992538455466274,1,3,1
,32,1,32,1,1,a,z,0,1.24519161024364,1,2,1
,33,1,33,2,1,a,a,1,0.774966961762402,2,3,2
,34,1,34,2,1,z,z,1,1.48376363125863,1,2,2
,35,1,35,1,1,a,a,1,0.616128678084351,1,3,2
,36,1,36,2,1,a,a,1,0.525747619336471,1,3,1
,37,1,37,2,1,z,z,1,0.821443464141339,1,1,2
,38,1,38,1,1,z,z,1,0.53322679939447,1,1,4
,39,1,39,1,1,z,z,1,0.667047063587233,2,2,4
,40,1,40,1,1,z,z,1,0.856655400770251,1,2,1
,41,1,41,2,2,a,a,1,0.516887746285647,1,2,4
,42,1,42,1,1,z,z,1,0.981099809810985,1,1,3
,43,1,43,1,1,z,z,1,0.856744716293178,1,3,4
,44,1,44,2,1,z,z,1,0.425172643503174,1,1,4
,45,1,45,2,1,a,a,1,0.648761273245327,1,1,1
,46,1,46,1,1,a,a,1,0.628718754509464,1,3,2
,47,1,47,2,1,z,z,1,0.628775074495934,1,2,2
,48,1,48,1,1,z,z,1,1.31383827520767,1,1,3
,49,2,1,2,2,a,a,1,0.757108406862244,1,1,4
,50,2,2,2,2,a,a,1,0.416421997128054,1,3,1
,51,2,3,2,1,a,a,1,0.401291263638996,1,1,3
,52,2,4,2,1,a,a,1,0.799554901430383,2,2,3
,53,2,5,1,1,a,a,1,0.544974351651035,1,3,2
,54,2,6,2,1,z,a,0,1.19920036999974,1,3,3
,55,2,7,2,1,a,a,1,1.15414040058386,1,2,4
,56,2,8,1,1,z,z,1,0.428308358124923,1,2,4
,57,2,9,1,1,a,a,1,0.477676521870308,1,3,4
,58,2,10,1,1,a,a,1,0.431339966191445,1,3,4
,59,2,11,2,1,a,a,1,0.383011162164621,1,3,4
,60,2,12,2,1,a,a,1,0.406582497700583,1,1,3
,61,2,13,1,1,a,a,1,0.468280755681917,1,2,4
,62,2,14,2,2,a,a,1,0.668748040916398,1,1,2
,63,2,15,1,1,z,a,0,1.16599774832139,1,3,2
,64,2,16,1,1,a,a,1,1.46194219752215,1,1,1
,65,2,17,1,1,z,z,1,1.27110221626936,2,1,2
,66,2,18,2,1,z,z,1,0.841054196294863,1,2,2
,67,2,19,1,1,a,a,1,0.597473678935785,1,1,1
,68,2,20,1,1,a,a,1,0.705745150335133,2,2,1
,69,2,21,1,1,a,a,1,0.548468466207851,1,1,4
,70,2,22,2,1,a,a,1,0.536774389562197,1,2,4
,71,2,23,1,1,a,a,1,0.45157476933673,1,2,2
,72,2,24,2,2,z,z,1,0.744989370345138,1,3,2
,73,2,25,2,2,a,a,1,0.441338185570203,1,1,1
,74,2,26,1,2,z,z,1,0.994288357207552,1,2,2
,75,2,27,2,1,z,z,1,0.67492787912488,1,2,1
,76,2,28,1,1,a,a,1,0.636182574613485,1,1,2
,77,2,29,2,1,z,z,1,0.50606577610597,1,2,4
,78,2,30,2,1,z,z,1,1.09370336891152,1,3,3
,79,2,31,2,1,z,z,1,1.17204901768127,1,3,3
,80,2,32,2,2,z,z,1,0.634451446181629,1,1,4
,81,2,33,1,2,z,z,1,0.724396167264786,1,1,2
,82,2,34,2,2,z,z,1,0.64220995065989,1,2,1
,83,2,35,1,2,z,z,1,0.578046697773971,1,3,1
,84,2,36,2,1,z,p,0,1.50038143992424,1,1,3
,85,2,37,1,2,z,z,1,0.487967150111217,1,1,1
,86,2,38,2,2,z,z,1,0.464414018962998,2,1,4
,87,2,39,1,2,z,z,1,0.415109570836648,1,1,4
,88,2,40,1,1,a,p,0,1.50021816883236,1,3,3
,89,2,41,2,1,z,z,1,0.726798015530221,1,3,2
,90,2,42,1,1,a,a,1,0.563946790702175,1,3,3
,91,2,43,1,2,a,a,1,0.422559737577103,1,2,3
,92,2,44,1,1,z,z,1,1.10052150028059,1,3,4
,93,2,45,1,2,z,z,1,0.513813471596222,1,2,4
,94,2,46,2,1,a,a,1,1.08737561962334,1,2,3
,95,2,47,1,1,a,a,1,0.475100593757816,2,2,3
,96,2,48,2,1,a,a,1,0.526194197009318,1,3,1
,97,3,1,1,1,a,a,1,0.583638873999007,1,2,1
,98,3,2,1,1,a,a,1,0.61911306832917,1,1,2
,99,3,3,2,2,a,a,1,0.511378058989067,1,2,2
,100,3,4,1,1,a,a,1,0.442392336379271,1,3,2
,101,3,5,2,1,a,a,1,0.514724831329659,1,1,1
,102,3,6,1,1,a,a,1,0.557670810259879,1,1,4
,103,3,7,2,1,a,a,1,0.463538499257993,2,3,3
,104,3,8,2,1,a,a,1,0.387342112022452,1,2,4
,105,3,9,1,2,z,z,1,0.439149670652114,1,1,4
,106,3,10,1,1,z,p,0,1.50002702220809,1,2,3
,107,3,11,2,2,a,a,1,0.490362740529235,1,2,4
,108,3,12,2,1,a,a,1,0.336998304177541,1,2,4
,109,3,13,1,2,a,a,1,0.437404320051428,1,3,2
,110,3,14,1,2,z,z,1,0.526878570148256,1,3,1
,111,3,15,2,1,a,a,1,0.385176921554375,2,1,2
,112,3,16,2,1,a,a,1,0.507057918002829,1,3,2
,113,3,17,2,1,a,a,1,0.428002864937298,1,3,4
,114,3,18,1,1,a,a,1,0.417117748002056,1,2,3
,115,3,19,1,1,a,a,1,0.375774897576775,2,1,3
,116,3,20,2,1,z,z,1,0.445102522266097,1,1,2
,117,3,21,2,1,a,a,1,0.727963099605404,1,3,3
,118,3,22,2,1,a,a,1,0.468658497789875,1,1,2
,119,3,23,1,2,a,a,1,0.569818860094529,1,2,4
,120,3,24,1,1,z,z,1,0.869265957153402,1,3,2
,121,3,25,1,1,a,a,1,0.594723101938143,1,1,2
,122,3,26,1,2,a,a,1,0.418289658788126,1,2,2
,123,3,27,2,1,a,a,1,0.840860205236822,1,3,1
,124,3,28,2,1,a,a,1,0.553674366907217,2,3,3
,125,3,29,1,1,z,z,1,0.826417258300353,1,3,3
,126,3,30,1,2,a,a,1,0.428891469084192,1,2,3
,127,3,31,1,1,a,a,1,0.418859685305506,1,3,4
,128,3,32,1,1,a,a,1,0.418012609996367,1,1,3
,129,3,33,2,1,a,a,1,0.461561042058747,1,1,4
,130,3,34,1,1,a,a,1,0.8201446912135,1,2,1
,131,3,35,2,1,a,a,1,0.593385644548107,1,2,4
,132,3,36,1,1,a,a,1,0.397475726902485,1,1,4
,133,3,37,2,1,z,a,0,0.892985772632528,1,3,2
,134,3,38,2,1,a,a,1,0.48797852784628,1,1,4
,135,3,39,2,1,z,z,1,1.40008977067191,1,3,2
,136,3,40,1,2,z,z,1,0.783031528408173,1,3,3
,137,3,41,1,1,z,z,1,0.569705651258118,1,1,4
,138,3,42,1,1,a,a,1,0.413782922318205,1,3,4
,139,3,43,2,2,z,z,1,0.546871026686858,1,1,1
