RespMat_ 1,RespMat_ 2,RespMat_ 3,RespMat_ 4,RespMat_ 5,RespMat_ 6,RespMat_ 7,RespMat_ 8,RespMat_ 9,RespMat_10,RespMat_11,RespMat_12,RespMat_13
1,Trial number,Block number,Block trial number,Arrow direction,Scrambled?,Correct response,Response,Correct?,RT,T/D same/diff,D emotion,which T
,1,1,1,1,1,a,p,0,1.50028927996755,1,1,4
,2,1,2,2,1,a,z,0,0.0401333930203691,2,1,4
,3,1,3,1,1,z,a,0,1.36682741565164,1,3,3
,4,1,4,2,1,a,z,0,0.745434810174629,1,2,2
,5,1,5,1,1,z,p,0,1.5002796088811,1,1,4
,6,1,6,1,1,z,p,0,1.50005319109187,1,2,2
,7,1,7,1,1,z,p,0,1.50011349329725,1,3,2
,8,1,8,1,1,z,a,0,0.853048077318817,2,2,2
,9,1,9,1,1,z,z,1,1.07491354306694,1,3,1
,10,1,10,2,2,z,z,1,1.37951932311989,1,1,3
,11,1,11,1,2,z,z,1,1.00973425502889,1,2,3
,12,1,12,2,2,z,z,1,0.533203474944457,1,1,4
,13,1,13,1,1,z,z,1,1.09431264875457,1,1,1
,14,1,14,1,2,a,a,1,0.628325652331114,1,2,1
,15,1,15,2,1,a,a,1,0.828980670776218,1,2,1
,16,1,16,2,1,a,a,1,0.545928946929052,1,3,2
,17,1,17,2,1,z,z,1,0.470478941686451,1,2,2
,18,1,18,2,1,z,z,1,0.874152142554522,1,3,3
,19,1,19,1,1,z,z,1,0.765173542429693,1,1,2
,20,1,20,2,2,a,a,1,0.439670772757381,1,3,3
,21,1,21,2,2,z,z,1,0.524503459688276,1,2,2
,22,1,22,2,2,z,z,1,0.378728567855433,1,1,3
,23,1,23,1,2,z,z,1,0.535902283154428,1,3,2
,24,1,24,2,1,z,z,1,0.717115529347211,1,3,2
,25,1,25,2,1,z,z,1,0.492188304429874,1,2,2
,26,1,26,2,1,z,z,1,0.317987749469467,1,3,3
,27,1,27,1,1,z,z,1,0.757385455654003,1,3,2
,28,1,28,2,1,a,a,1,0.670163435977884,1,3,1
,29,1,29,2,2,z,z,1,0.368401530780829,1,2,2
,30,1,30,1,2,z,z,1,0.928553264704533,1,2,3
,31,1,31,1,1,z,z,1,0.502844728063792,1,1,2
,32,1,32,1,2,z,z,1,0.375178702059202,1,2,1
,33,1,33,2,1,z,z,1,0.76456198701635,1,3,3
,34,1,34,1,1,a,a,1,0.480031152372248,1,1,4
,35,1,35,1,1,a,a,1,0.446384797454812,1,2,4
,36,1,36,2,1,z,z,1,0.97393806965556,1,2,1
,37,1,37,2,1,z,z,1,0.746680676471442,2,3,1
,38,1,38,2,1,z,z,1,0.539816237520427,1,1,4
,39,1,39,1,1,z,a,0,0.379647323163226,1,3,3
,40,1,40,1,1,a,a,1,0.441782487672754,1,3,3
,41,1,41,2,1,a,a,1,0.754754914203659,1,1,1
,42,1,42,1,1,a,a,1,0.552955860504881,1,1,2
,43,1,43,2,2,a,a,1,0.936201404896565,1,1,2
,44,1,44,2,1,z,z,1,0.693326309439726,1,2,1
,45,1,45,1,1,a,a,1,0.984474457683973,1,1,1
,46,1,46,1,1,a,a,1,0.816917954245582,1,2,1
,47,1,47,2,1,z,z,1,0.815392763586715,1,1,4
,48,1,48,1,2,z,z,1,0.630418025073595,1,3,4
,49,2,1,1,1,z,z,1,0.662827615975402,1,3,1
,50,2,2,1,1,z,z,1,0.520509860827588,2,1,3
,51,2,3,2,2,a,a,1,0.669369267416187,1,1,2
,52,2,4,2,1,a,a,1,0.707997380872257,1,2,4
,53,2,5,1,1,z,z,1,0.524511992931366,1,2,4
,54,2,6,1,1,a,a,1,0.505048034130596,1,2,4
,55,2,7,2,1,a,a,1,1.32105917984154,1,3,1
,56,2,8,1,1,z,z,1,0.502934043644927,1,2,2
,57,2,9,1,2,a,a,1,0.503099021385424,1,1,4
,58,2,10,2,2,a,z,0,0.380887500592507,1,2,2
,59,2,11,2,1,z,z,1,0.765267977840267,1,3,1
,60,2,12,2,1,z,z,1,0.48186752514448,1,1,4
,61,2,13,2,1,z,z,1,0.478087828494608,1,2,4
,62,2,14,2,2,z,z,1,0.522591424640268,1,1,2
,63,2,15,2,1,z,z,1,0.401717930217274,1,1,4
,64,2,16,1,1,z,z,1,0.486010741791688,1,3,2
,65,2,17,1,1,a,a,1,0.525594019331038,1,2,3
,66,2,18,1,1,a,a,1,0.585396171314642,1,1,4
,67,2,19,2,1,z,z,1,0.488172518904321,1,3,1
,68,2,20,2,1,z,z,1,0.386856281082146,1,3,4
,69,2,21,1,1,z,z,1,0.584525771555491,1,3,1
,70,2,22,1,1,z,z,1,0.471720825764351,1,1,1
,71,2,23,2,1,a,a,1,0.59014297882095,1,2,3
,72,2,24,1,1,a,a,1,0.435848409309983,1,3,1
,73,2,25,2,1,a,a,1,0.533874763757922,1,1,4
,74,2,26,1,1,a,a,1,0.423740181722678,1,2,4
,75,2,27,2,1,a,a,1,0.519799887668341,1,3,2
,76,2,28,2,1,z,z,1,0.441462203278206,1,2,3
,77,2,29,1,1,z,z,1,0.630580727360211,1,1,2
,78,2,30,1,1,z,z,1,0.547954759676941,1,3,4
,79,2,31,1,1,z,z,1,0.564230097341351,2,3,1
,80,2,32,1,1,a,a,1,0.520850056316704,1,3,1
,81,2,33,2,1,a,a,1,1.08592950447928,1,2,2
,82,2,34,1,1,z,z,1,0.47478486050386,1,2,1
,83,2,35,2,2,z,z,1,0.609729248797521,1,3,3
,84,2,36,2,2,z,z,1,0.529782178229652,1,2,1
,85,2,37,1,1,z,z,1,1.06432595499791,1,2,3
,86,2,38,2,1,z,z,1,1.03236351080704,2,1,4
,87,2,39,1,1,a,a,1,0.692576514091343,1,1,2
,88,2,40,2,1,a,a,1,0.975394993671216,1,2,4
,89,2,41,2,1,z,z,1,0.603266103891656,1,3,3
,90,2,42,1,2,z,z,1,0.665508788428269,1,1,1
,91,2,43,2,1,z,z,1,0.829874395043589,1,1,3
,92,2,44,2,1,a,a,1,0.633076442172751,1,1,4
,93,2,45,1,2,z,z,1,0.617408108781092,1,3,3
,94,2,46,1,1,z,z,1,0.492521104286425,1,1,1
,95,2,47,2,1,z,z,1,0.699586929869838,1,3,4
,96,2,48,1,1,z,p,0,1.50013340439182,1,2,3
,97,3,1,2,2,z,z,1,0.413058726931922,2,1,3
,98,3,2,1,1,a,a,1,0.875824675313197,1,1,2
,99,3,3,2,2,z,z,1,0.365868838154711,1,3,1
,100,3,4,1,1,z,a,0,0.760006326017901,1,2,2
,101,3,5,1,1,z,z,1,0.549906616914086,1,1,2
,102,3,6,1,1,z,z,1,1.0809164569946,1,2,3
,103,3,7,2,2,z,z,1,0.920821498031728,1,1,4
,104,3,8,2,1,z,z,1,1.11959747702349,1,2,2
,105,3,9,2,1,z,z,1,0.620866952231154,2,2,2
,106,3,10,2,2,z,z,1,0.48120875202585,1,2,4
,107,3,11,1,2,z,z,1,0.735061124200001,1,1,2
,108,3,12,1,1,a,a,1,0.653682729578577,1,3,1
,109,3,13,2,1,a,a,1,0.699505009921268,1,3,4
,110,3,14,1,2,z,z,1,0.598593251896091,2,3,3
,111,3,15,1,1,a,a,1,0.684162080986425,1,1,2
,112,3,16,1,2,a,a,1,0.320172851090319,2,2,2
,113,3,17,2,1,z,z,1,0.400426552747376,1,3,3
,114,3,18,2,1,z,z,1,0.56093395606149,2,2,4
,115,3,19,1,1,a,a,1,0.343338000122458,1,3,1
,116,3,20,2,1,z,z,1,0.239250136422925,1,1,3
,117,3,21,2,1,a,a,1,0.516089595388621,1,3,4
,118,3,22,2,2,z,z,1,0.480914636515081,1,1,2
,119,3,23,1,1,z,z,1,0.535588825470768,1,3,1
,120,3,24,1,1,a,a,1,0.540066548623145,1,2,2
,121,3,25,2,1,z,z,1,0.24091299821157,1,1,2
,122,3,26,1,1,z,a,0,0.579893879476003,2,2,3
,123,3,27,2,1,a,a,1,0.857636164873838,1,1,3
,124,3,28,1,2,z,z,1,0.353560361661948,1,1,1
,125,3,29,1,1,z,z,1,0.663285571266897,2,3,4
,126,3,30,2,1,z,z,1,0.824343658867292,2,2,2
,127,3,31,1,1,a,a,1,0.552228251821361,1,2,3
,128,3,32,1,2,a,a,1,0.656072631245479,1,3,4
,129,3,33,1,2,a,a,1,0.503896603360772,1,1,2
,130,3,34,2,1,z,z,1,0.61248722136952,1,3,4
,131,3,35,2,1,a,a,1,0.884055926348083,1,2,3
,132,3,36,2,1,z,z,1,0.808827787754126,1,3,1
,133,3,37,1,1,z,z,1,0.915835757274181,1,2,3
